External_ID	Internal_ID
3049086	9866
2903815	12205
537973	17937
3373103	9864
2622653	7959
1071766	21416
2921658	10040
182262	6728
2921557	9861
2921555	9859
1930764	9852
735	7039
1526927	9848
171632	5569
3038653	9833
2685852	7193
2963940	9832
2962858	9829
2879846	5380
389486	17332
2829812	20402
37919	4912
1121088	9823
426	7252
3051117	14508
941639	9822
2083054	13155
345219	9821
2924033	9819
2674997	20537
1811807	6458
1452722	9815
1701758	7421
1286698	3769
1006007	9812
1255043	14375
592022	9811
1379909	21969
3061629	12694
2926399	9808
226	6749
3048891	9805
2488560	16283
2806989	9803
420246	10155
3029174	10617
3070676	9794
1532905	9955
2778082	14546
858619	11371
576611	8307
120045	16106
1196031	9784
2627988	8442
3242679	9782
2765360	16336
439292	9770
1331671	18638
2954547	9764
2954683	9757
2954611	9755
3231488	9753
2879938	22126
3342411	9747
1178	12880
2039166	22113
3132284	9744
2675718	18928
3122488	9743
2933791	16905
1385938	10916
2921415	9727
348043	5308
306537	11377
2921411	9726
1150615	21259
57497	9265
2892541	9723
2792480	9721
1214151	10204
2169540	9718
2854389	7288
2070463	9716
3095364	9713
3386553	9712
576610	8306
2921698	9705
2921420	9703
2419841	9695
403957	9693
1938374	9686
653388	9684
93057	18416
483913	9683
1423	9677
1367477	9673
366522	8713
2921639	9875
3126755	9662
3122078	9659
424188	5312
3117553	9658
3098592	9654
2937985	16672
3078804	9651
28113	20306
1936170	7457
89153	3982
3026426	9643
2715131	20524
2998081	9642
301447	10266
405212	3305
2812560	12741
2982700	9641
2975306	9638
2975304	9637
2933797	12710
2954748	9708
2975294	9631
2962681	9629
1198676	10228
2758563	9984
866628	19014
869303	10258
2726434	6850
2954715	9619
1522758	11935
2954675	9615
2954647	9613
2954646	9612
28453	17394
2954622	9608
28449	8469
1399029	20902
2954620	9607
869307	10261
28447	4441
2975373	13323
2954592	9604
2975345	10087
2954591	9603
2975344	9640
2954587	9601
2954581	9597
2954564	9592
47879	13022
930782	9909
3068341	8251
2954563	9591
2921694	9585
1427372	20704
2983836	16863
2921570	9575
2921564	9571
1759396	7684
2921520	9562
36853	1192
2921517	9561
1697043	16279
2921457	9549
3398776	12780
2921456	9548
3398775	12779
265072	16215
2921409	9543
2921397	9542
2912825	9541
443218	11658
380394	16719
2884834	9538
2303750	14493
2954659	10066
2767882	1076
2841656	9528
2831519	9527
135622	249
3079752	1749
2975987	11691
2762329	9520
2201998	13160
1807691	20462
2762326	9517
2660750	9511
3138069	15202
481743	9951
2940302	3490
2898796	11775
1412614	21179
2589818	9509
1261129	20645
2448811	9502
2231056	9499
2070759	9496
119977	2611
2649760	8279
1051	1895
353852	5572
2009331	9493
2714933	4541
92401	1700
1705566	9486
1127744	9479
3042615	14708
1071078	9477
2855836	12054
2897342	17048
756828	9475
694569	15078
666686	9473
2801030	12043
486398	9470
2976758	561
2644710	20104
2750818	9464
2773299	8852
33903	5213
574376	9453
2699295	1551
2678529	2079
84404	2631
946435	9441
3395469	9440
573061	10560
326329	20038
3395468	9439
3395467	9438
407035	2928
573059	17015
221109	9701
3395466	9437
3385497	9431
1715691	7660
325240	14796
2989771	9422
2812024	851
1027627	9476
1338	10294
2989766	9417
2954552	9416
235909	17868
2930131	9414
2928154	9587
3031919	13936
2897335	9412
2836367	9410
2628837	2929
2836365	9408
1223503	10179
2836364	9407
2919376	15177
2813777	9406
358771	18819
1238184	9702
2799680	9402
392332	2728
74703	9396
1159327	4582
246195	14559
279808	9389
134537	8362
1628753	9485
396513	9385
1406863	9383
1392476	9382
3156481	1039
1229492	9377
1235591	7386
2763010	4762
2903717	12139
1115758	3903
1172567	20717
889933	9365
412614	14874
696867	21001
2714931	11324
3053613	21626
909420	19811
703339	9362
1367435	16257
585143	9358
1855909	16538
2626248	4575
367830	9351
3397768	9672
3078429	16262
282458	9348
718271	19836
93062	9343
2715735	9341
1352941	11895
1157365	10477
2613334	3289
2903876	12254
108007	9322
81462	9321
796730	20949
39956	7390
2488810	3826
81412	9320
3117397	9657
2108365	9318
114197	10821
2618448	9316
2640159	9314
3116594	22137
1561003	8417
1185653	9847
2975793	12418
3389972	9307
90245	8166
3052090	9691
2423	9303
2676525	9302
2421	9299
3073865	18703
119394	9297
3066320	12841
2337	9290
2921364	9775
2202254	9284
1538158	15568
1182568	9279
502394	9277
2038116	18223
3048535	9793
578928	15320
367282	9273
2587853	15913
1176649	19209
3109594	11620
1283330	18661
317577	9271
309891	9269
3132299	13403
200252	9267
68909	9266
3389389	1178
1844999	9932
39488	4000
2619321	9256
2017484	4410
2795738	21799
357244	19411
1457153	19926
456163	9254
2884264	11773
56957	9252
37636	9250
1967665	6809
431943	10576
2996794	9247
157692	9246
1734920	2147
187101	9245
1307763	17201
2283154	18319
2615202	20484
40543	9244
3394358	17572
244320	13656
34105	9243
1836	5138
2077136	18692
2633022	9238
1387842	11575
931276	17956
557722	18570
554406	9237
1246626	9842
291988	1210
1433403	7998
157688	9235
2108470	11736
2170729	15439
544432	9230
108619	18789
2663009	9226
2725268	5641
861	9219
860	9218
859	9217
208389	15312
851	9215
3383590	11438
850	9214
436663	7859
1495066	5874
849	9213
500	9211
97084	9208
2628669	9207
2587163	15927
2921677	10043
638847	2868
2835041	9200
2903584	12676
495820	9197
2838410	9196
472568	1407
1655489	4586
1794699	9193
2995304	9190
2732594	19495
119042	692
52	9183
3375062	9182
13076	3657
161492	9181
2921641	10030
47	9179
186824	401
40	9176
186817	395
224458	9175
32	9173
535024	20657
1853227	9161
47716	5225
1853225	9160
47714	10428
2968741	9156
1435461	13742
3141702	9150
280473	20459
70258	2904
713601	18964
340047	20721
3141701	9149
630588	19810
2896860	9147
2637784	8125
926562	21792
43659	6759
1937968	9141
1853232	9139
192992	1625
48664	6484
537011	21905
200667	9135
2005523	9128
33988	2202
2005520	9127
2021403	18862
1853231	9123
857087	14567
981605	14674
171550	9119
2933563	9588
526215	2236
2923290	9117
3088888	9116
1392005	16349
3228945	9114
1853230	9110
313602	9108
417367	3181
2975719	12362
832	9105
1079988	11350
2781734	12037
3377528	9104
2609667	6666
2630420	5435
2983221	10412
2173854	14037
2291	8808
2893889	8675
83551	9097
539	8488
2607753	12001
1313295	17058
666508	9084
2036206	3662
1428454	10575
2862451	9072
1239307	6355
2691417	9068
3230995	14318
1400386	9067
92947	7717
3132181	9053
2903898	12669
1004952	10199
2644629	10150
2665175	9512
1938820	14169
3076095	9052
2795865	9051
1071755	21405
2921647	10032
1197884	15142
265883	5795
286636	17882
2714592	9044
1649490	9042
1649453	9040
1427374	10241
1572645	6688
68297	26
656899	9039
2773705	13774
216466	10232
3350169	16420
157779	6653
511745	9035
200450	13034
3049269	9034
3132281	16143
2175957	9032
3138693	9030
1748242	7133
2730359	9020
2626594	4448
2813371	3909
3050007	9019
239934	9018
219181	2499
574899	9015
518755	9014
331978	19752
518753	9013
41434	13867
2633828	9008
28184	9002
28183	9001
2954546	14504
1314869	14725
3369415	13476
2705319	18300
1695218	9964
512297	3819
1819736	16528
3085669	17369
698737	9392
173	8998
172	8997
188143	2027
52584	8992
2760308	11745
215591	8989
409322	8983
1280948	8007
2982694	14622
221027	8982
88058	8980
67305	5249
3043284	9337
58231	8977
165	8973
163	8972
2760307	15831
412593	9212
861914	17475
1129264	8965
1964448	8964
226186	21847
520487	21302
3085110	681
3396405	10674
2738867	10121
1389922	8138
269260	2620
2822394	17359
3094835	16917
3074082	18512
29519	8946
139	8944
498211	15106
2615017	20148
1653839	8938
44449	8935
2638574	8801
252967	8923
1307761	8919
104087	5830
60035	8913
2571148	8540
2737172	18534
1884905	5488
3048494	10098
28232	8901
1037409	15299
2836366	9409
29543	8891
2685927	2345
2848143	13791
2886935	4296
936153	10476
60893	8887
3058419	8886
2518176	9700
2953989	19521
2569541	8884
369723	11724
2622240	8882
1439319	13529
2772557	8877
1986146	8874
1243602	21219
1621989	8871
2742651	18933
29510	9010
1004901	4945
131112	4205
2905950	8869
2630422	8868
1177712	8049
3066235	14290
561230	18974
2787751	8865
227866	9682
746691	3000
2939495	13294
58180	8859
2735317	11051
1242101	21201
64897	8951
191026	8854
2909669	15117
3108484	12571
2973072	8848
2880651	8847
2756133	16249
2760872	9130
2678688	8845
84563	6105
3135254	13406
2035857	8843
2063	1549
57320	8836
1412587	21152
1454630	20931
655813	10182
2108523	3830
376490	8834
29546	8833
196081	1371
2718620	8831
82989	6093
248551	4898
81425	8826
44742	8825
2742632	13554
335284	15250
901	8824
2740297	15669
2878915	9994
35754	5012
1676125	9066
3231716	5397
2629879	18293
218208	8822
1069081	16922
2684906	8821
571177	8819
2997339	12744
2028344	9024
45655	8815
2296	8812
28223	8811
2975149	17482
2293	8809
1936021	8804
3015177	16109
2620870	20233
2047767	8803
1155388	10594
1741	8799
2352	8797
477976	8796
657	2024
394964	4706
2906077	20006
996801	20041
1508451	2362
139438	8793
56426	7229
2714594	9060
1367493	20805
64160	8790
1901	5189
1890424	587
309805	8787
2622382	8786
136094	8784
2921527	9565
75906	8783
644283	11668
1246120	18149
3039681	8774
3064161	8773
3043408	5954
2975291	10082
49118	10618
2626009	8771
1069534	10460
1855912	8770
981385	8769
321314	20993
2927980	8768
2730914	14606
2917691	17640
2051959	8758
2211140	8756
1443279	14885
2792224	16441
940615	8752
1338411	21315
2851959	8750
2250122	2869
3035702	8743
1933044	8741
3118333	8738
2921619	9732
2080759	9497
301451	10270
3118332	8737
28262	8736
2973512	8733
2652172	8732
1715989	8731
655606	8728
261299	3910
2714855	8723
1697958	2325
526949	19220
2624044	8721
269259	8720
66821	8711
2764711	18234
2921447	9751
1655514	724
65553	8710
646637	11920
2622948	8706
2975749	12387
755178	20752
2921381	10006
1462615	8705
644410	11568
505249	8698
2103230	11191
197482	8697
3019890	11213
708186	8694
2961520	8688
76853	3175
1849015	8684
1278212	8682
1054034	8681
2632390	8671
2590884	6847
2881426	1739
2925318	9586
3160834	21629
2740404	8668
1329200	977
1008	20589
2921466	10022
2623549	8666
2590551	8665
411486	10590
2509341	8661
317658	8659
315750	9445
39766	8657
60519	3555
879090	9903
2954236	8655
2740515	8654
2571749	16041
171695	8805
3161138	8652
563835	9151
1446738	13747
3014999	18436
1848766	8644
2678886	2510
1749	5059
1813019	8643
28261	2634
3139388	9664
1660076	8641
1032243	8636
1031542	8634
574976	813
522485	8633
497724	8632
2635283	6607
76517	8627
180282	8266
1778263	18909
1925550	11583
75658	8626
28898	8625
28080	8624
332249	9288
41707	2692
332248	2848
2635829	3915
195	8611
104609	6919
3077925	19429
3077924	19673
56112	1194
512749	5573
37372	8595
214	8589
370038	8858
1573712	13116
3237678	9166
297	8585
89373	9134
2864211	6862
1702043	11030
166321	18335
2303505	9759
1743174	8312
1921582	2475
1921087	8577
1751046	8574
2954720	9624
2099695	11483
1352587	18126
1105107	21349
138118	8571
76259	8570
2633351	8568
2954558	9589
471	15214
164330	8559
59405	8557
2648924	8552
551760	8551
2896849	7852
3073271	9778
212042	19436
1827	1482
645170	19339
2785627	8547
3242193	3277
1727214	11580
143495	10129
2903644	12089
3131927	14312
2739061	8538
356302	8535
2739434	8534
93061	9342
3035279	12537
1678	1369
2618429	8521
2605945	8516
2211638	2272
536	8510
2926709	7377
2917790	8509
302912	10931
1196083	8504
2762302	9144
29507	9003
2810409	13788
1056807	8498
2800059	282
2903824	12212
340268	7301
2975899	12471
505	8493
104270	20069
879	8860
2528037	8490
265960	8047
2995413	8487
671077	3856
1234143	6723
2623750	8483
1461582	2936
1853276	8480
2740163	8879
907265	21393
3051458	17445
496	8467
3092666	9817
493	8465
249529	1124
2490853	11585
492	8464
3051183	2926
2926665	18878
1048332	10189
1328324	22089
529507	14223
483	8457
1124835	21758
1208921	8448
2921530	9567
1821621	6683
36863	8427
1267577	8444
1329836	18688
2633235	8438
2660554	9981
215580	8434
2850441	9750
69539	6869
159743	3219
28068	8424
360116	14341
1852381	8422
1520333	2053
2709784	9516
1817405	3328
40545	8418
3381778	15092
2954721	9625
1296669	8411
653931	7794
1536648	4168
2678528	9933
42897	13868
869215	10255
3110539	3276
1222016	4149
417203	8401
2143	5595
412963	8400
2963990	20201
871203	8390
2070761	8430
87162	8952
45656	8816
2604047	8384
2571748	8383
1658616	17293
2211211	8380
2921631	10028
1912599	8377
1761016	8376
519081	8523
213422	853
1334084	18078
311231	8370
414996	5468
3050627	13807
311230	8369
1514904	7469
2760084	6525
3050626	13806
1265868	18189
1689834	8583
169430	8365
1891926	17216
148447	8363
60548	8358
1553431	8355
2630203	8353
2608999	8350
326319	17323
68895	8338
1549128	747
1898733	11136
1412475	21040
487529	14442
93221	8329
93220	8328
2728851	7851
93218	8326
2640945	8318
2081042	8316
2558361	8062
132132	8867
1855895	8315
91890	14324
1743162	8309
2594461	11997
111527	8301
2975441	777
544448	18
104102	8016
871963	10688
2594462	11998
1926868	8296
887702	3485
2921496	9559
2116657	8291
1458425	8289
1748967	13526
1147130	19174
2645384	8288
2109913	8287
1591088	8606
3014751	8388
67825	6025
364317	8283
260552	7124
2628852	6895
657317	10777
1421430	13040
1412491	21056
487545	14448
164759	8275
2921550	9763
