External_ID	Internal_ID
1094466	21561
1348	3367
1220595	17869
1290	2886
2968969	13474
3119568	19908
1106	1336
2609809	12004
3366583	9670
2738979	10122
2781022	6558
145391	9390
120	17213
2680006	4595
3058393	3154
1522671	10879
2608981	6604
190893	6924
1031753	16835
338648	1332
2932773	11827
1812111	19489
1427369	21474
39950	4103
581	1849
2794837	1327
1249468	19762
1564	3797
2026624	7868
1891669	9096
3095343	15992
2518322	8939
152480	16471
2954672	9788
2912629	18699
1912215	1517
59613	1487
261302	8367
2647897	7539
1817965	7567
697303	10528
150022	1313
46257	13056
67348	5254
2682226	197
204286	1957
1345701	18996
2919364	2424
3108822	11869
165812	1325
82800	1104
2635419	5046
293552	6673
1891186	6962
41294	686
2884455	16589
39948	1308
413502	6112
2903862	12243
596155	20847
2025617	1783
1190813	6782
2979330	15286
2685029	17538
870	6588
2649579	4317
573657	2146
2623473	4042
2602720	18490
1804624	5080
1348508	9016
2745	1954
44251	3208
2822114	9094
3074372	1303
1824	4886
2847991	8910
2370	1915
2789776	5503
1794810	154
365348	1298
3056371	2761
172042	4307
504090	1961
1679444	17175
3085097	490
873	8850
302406	8171
596707	1382
3066314	12837
724	2041
2760873	17431
2683599	2276
236752	1157
1585697	15542
875170	2320
2977320	8234
2666025	20436
2447890	14172
261654	4990
1423822	17941
1918536	1285
3122210	14147
123375	1282
3132797	7826
59205	13829
227377	14339
2079234	4742
61170	1280
126	2767
1193503	2060
2496836	5349
1894999	15640
3077920	19669
497	2093
2125985	2000
2614904	7648
1017270	3038
373	15536
518898	6682
2039302	1278
2724151	12020
3117746	3082
2619674	12879
3096993	16165
137	854
125954	7721
1537158	10377
1288122	14218
3088373	1271
2865838	15500
1142	5743
2944152	1263
1886670	3258
192073	6823
882824	4427
3016049	1719
2316020	1258
31957	526
2294034	5008
689705	9102
113107	3378
2769491	16337
2866162	17191
2620869	3029
1649459	1251
1855413	2266
3042299	7677
323656	19292
563040	16871
2949635	20418
2661553	14637
3065157	1205
413435	2087
1506553	1249
1654067	6181
56433	1498
1758179	14982
2588299	15908
1213720	1247
2903105	1638
2138	5592
1341656	20802
38323	7227
28050	1239
2269374	3470
2383	1238
230666	2587
1844015	2265
38504	5643
3039421	12539
1906945	1053
2831891	13628
841	1237
2636472	2978
1921001	7981
1420599	18610
990721	1235
2754726	4761
2735562	2876
535744	6114
447237	1438
1481960	1234
1006581	5648
1890059	1232
129957	1121
1001583	10457
3139142	13409
2903680	12120
1390132	15335
2713	2661
2866627	17857
400673	14329
2586909	3521
56464	6494
1570012	18431
2282523	2151
3050384	11221
2843215	5557
332102	17376
1263406	22098
2116	1647
479435	11794
166484	1228
2433	2292
1926556	1225
1888	5184
186802	164
2038776	21786
2921679	10044
3118174	9834
2993656	18955
1433402	2394
2006	5434
380393	3560
1933908	15278
1849822	1221
1334056	18050
1649479	1770
1505657	1220
2779527	9871
214904	1217
28127	20379
2687300	6363
3123113	43
51669	3644
2708053	10714
36866	1791
1471400	4729
202949	1214
2591145	11078
2675231	987
2945020	827
1234545	2339
3022791	5974
1509243	2386
1649463	2137
2748674	1212
566	6148
2775404	7338
29	359
2816910	10347
1694	4248
1412898	20672
2786989	1211
453230	8885
2639466	3942
1643322	5078
69220	6128
1936990	16933
1973002	6468
458033	8747
1467	3097
2823875	13229
1643687	329
2676541	6305
704125	3754
185300	20405
3046369	1198
888057	15081
2732163	8354
2898187	20238
2912188	8486
2583452	4048
650003	6943
2668067	14655
1671923	17901
2577863	18883
2992718	472
1842539	15714
202862	5294
3035453	6979
2480810	6542
2717089	1186
2903866	12246
3349638	12705
2916410	8907
265976	1473
3399679	13462
375175	3582
543347	1182
286801	1490
357809	10773
2922432	492
1407463	16787
2675784	6078
1955413	1049
2744027	20204
1225174	13482
216142	5844
1267217	8286
1284	2883
416344	16495
3393728	1179
596777	21377
2026239	8186
33951	1144
556	6224
84642	664
1412834	13741
1522127	9138
429009	10541
33987	10141
1631968	6744
2015795	18920
2823902	5818
1494	3721
111830	2221
2975744	12383
2559073	5064
2685202	20101
142649	1705
2382163	3402
2886866	1227
200930	29
283942	14845
2304687	1169
63363	8782
499176	10725
2782006	20466
3056107	16367
1161942	3804
2921382	10007
1637257	1165
1076926	15559
1017280	1163
2838335	5370
1177213	8395
9	6167
3028084	3409
414	6595
2901381	3063
203491	370
2282397	7848
556533	5863
292632	1160
92647	8360
2707525	17173
1890422	1732
1911175	11811
2897176	786
3350173	21821
2004797	2652
89152	3916
3077584	10323
2636574	8399
253238	1159
2782609	15354
1353147	18360
2810514	9856
1324932	22052
2964609	4300
2004650	7172
717964	2764
3042300	14950
648802	1021
186329	231
3070996	10609
2126548	1318
3350975	2872
2619652	4592
2916693	1152
3062598	6166
413889	4147
273384	4393
2795774	9046
1912871	8702
3344828	15404
60217	6814
267747	11749
204039	6226
2859228	9991
2649013	4550
2213200	4903
2726956	5904
3079757	597
31963	4442
1261127	13516
2862746	9204
2904252	14394
2878150	16617
1742989	1384
2569540	8883
1224164	11378
53501	7748
2282742	1149
573737	8332
69221	6206
3366854	1311
2940297	3547
698973	11344
274470	1146
2291968	9925
1441095	2959
1482601	11906
2821409	9526
3031624	838
1686	4245
46254	1062
2746230	14838
118747	1281
33050	7853
243265	19012
511	8142
2649220	1328
2545455	20587
2434	7689
114248	2533
936456	8798
862	1140
457428	11877
463192	8839
84993	219
907	4091
2954719	9623
2831443	1139
2070369	15883
1724	4647
43767	4929
79598	1138
2831665	382
1848399	1137
2675795	6089
2778525	2278
1769729	1136
1071759	21409
2921651	10034
272942	15957
467094	5505
1155385	1133
224464	910
2518370	5084
1485	1129
471826	1127
3065951	16396
3046412	414
211502	8502
585056	13682
3075416	14067
1188777	7761
2954583	9599
2705547	16614
2738850	625
2012495	3468
1265387	14024
1581038	9484
78327	13047
204456	2248
976	347
1754	1118
3079749	594
361106	2681
298657	6775
1938334	11187
2975984	11688
53417	7049
1769008	1116
2018044	2524
357804	14854
1721	4646
37330	4889
1404768	7279
3231032	14856
242600	20212
2634852	8754
2718938	15448
28186	1113
236753	3815
2664854	13538
407032	2802
2980404	16230
573658	7385
409290	4288
2732487	8129
83778	539
766	268
1079922	2413
2851015	9532
2893058	1007
3059082	11434
2601575	7983
1300	406
2983246	13328
3066258	19419
1645	1375
1619311	3252
577	13949
1385720	21361
2731096	19254
82135	5522
1508657	1164
1434046	2340
2924032	9806
2674996	17476
1228987	1720
2576755	1202
203692	120
3236892	9766
3074090	18519
131080	8352
2821832	704
539002	402
897	8814
525917	5816
2954018	19545
53359	5014
459786	1161
356837	16706
2921460	10021
187327	4086
1616789	2735
217	8590
657313	10785
1582259	4131
681288	9360
1353976	19936
980422	20726
1635327	7089
548479	10894
1920	5195
2983214	10947
292462	11472
1234680	3392
29347	3980
3109565	4109
3076173	955
502801	19010
2094023	2056
2921707	9877
1408159	17649
2861283	19719
1514105	4034
3399801	627
2714952	16638
2824561	17169
2908647	6591
2970906	7565
2742623	13547
254839	7034
2745199	15127
244566	5848
3018276	1977
1212765	12754
486410	20686
1685	4244
1184606	1401
2886352	12973
2029	1534
2779362	21696
1433986	2322
2995708	5416
2738883	1869
148813	8670
292635	1041
256846	9103
1434050	2086
2845254	2748
1473598	8763
2093	1627
2904121	7196
1412481	21046
235277	18647
487535	14444
181487	4229
3066154	19605
2546350	6029
2587856	15124
29465	1307
2721545	7109
2629088	6534
3064901	12556
1663426	480
646529	10699
2494208	478
1855416	2352
3032592	7891
3074098	18526
2816859	4294
118969	243
450378	7892
2885079	7251
2905832	16027
2895352	6706
224372	646
126673	4855
544	1784
436357	2315
190972	474
1643682	213
292628	485
34093	9095
2711230	17172
470137	21301
2992717	471
2909705	2701
1853229	2793
255248	3435
3366852	466
2146	570
2614441	21510
2320140	8686
167	8974
2648876	2755
1196166	17799
2005386	1614
2358187	19123
1279031	19210
1676650	465
1462996	3249
1276219	12784
2885951	12963
909930	463
38304	4663
1653	515
487184	5977
3093850	11267
395960	15419
2220096	7572
2846749	2284
3120161	450
53707	20828
2954674	9825
2912631	18701
68239	5274
320497	8037
53399	7305
74152	27
2107999	3469
2034	1421
2675230	986
2945019	826
302167	2988
563174	9897
2875539	20579
1891094	8335
41202	6286
1909699	8873
227979	952
2743001	3088
165779	1315
1908198	6982
455488	20629
515417	1972
2831894	14183
2759736	1066
2865112	6555
2738983	14109
809	2779
1357272	20817
768670	16980
2921523	9563
743835	17698
281362	8567
6	2156
2986827	21528
1774	4807
3112956	13388
1643686	328
2839105	5371
1643685	855
42837	1120
1433288	10219
1184252	10203
1488	3717
1641165	18494
3238799	12601
2748673	441
2486855	4292
3026433	3274
411555	17087
2892442	13261
2682227	493
316385	18705
2943497	7180
487	8461
92944	2298
223967	7412
1737515	6254
35769	1695
1378	1048
3096260	14387
2886045	11104
2906798	12967
1268041	4574
2805400	529
3082771	433
491950	6676
76890	2368
669	14895
1093787	18580
639200	8425
1395974	2111
904139	20994
1240483	667
373153	10245
36809	4808
1333845	3246
648996	16976
450367	3054
1034807	21497
67818	25
657445	5778
279058	8205
1891919	6963
1687	4246
2675783	6077
3050112	3275
312153	16520
1893	5187
186807	422
767891	2404
3060226	262
2894202	14762
216432	21614
2907184	338
1764	11459
767892	8013
2575361	14814
672190	10195
1144748	7212
1173101	6601
2644606	5173
465541	11917
909946	20926
237258	20231
215743	7708
2975892	12465
61648	6054
1177214	1806
84096	4939
10	2067
269799	17039
1495649	1349
208963	18567
1434011	2415
2054	4934
665874	2505
2986831	21532
1778	4775
269660	7393
2792240	2739
3035454	6019
1890280	10342
2184581	10981
2599641	11414
379070	17330
2994362	1571
2964670	5948
1535208	4607
2039724	13000
2828338	17392
1211322	9280
879274	15613
1868794	3682
461393	4186
2929481	9413
2493668	15467
2048897	19247
661478	10861
2806205	4153
2675780	6074
3138253	19280
1285192	4423
309801	17583
74426	5512
2211210	4291
177416	18553
570156	6779
191769	1108
2593658	12886
68337	107
2932251	20490
192	7553
2632833	6338
2923375	15179
2735563	5817
1862358	4735
2644528	6724
3149044	15847
1032238	16909
1379	3324
1094497	19204
53460	1583
28025	4249
2608915	17176
2020313	19245
1413221	5328
2035811	2695
2923352	578
3047870	16566
1266	1128
2782168	4508
1649454	1447
59310	3372
80864	773
1434006	2866
2049	494
2954727	10074
105751	7007
34098	17296
2893022	2089
675090	4188
1769716	377
1416915	14969
1882831	19877
2975949	12672
196834	6791
2975519	232
3141543	13968
642492	10792
37931	4342
2644029	3040
39485	3949
29311	4778
1191479	749
3142261	10967
2976237	14944
1434769	21467
593909	7334
173479	9164
219685	352
323450	20496
2983222	10950
1217416	2078
2109915	8282
85968	4851
216572	423
1434042	980
2801844	1519
2864103	11206
685038	18730
2647285	20127
3025672	3509
1242080	18847
2895484	13274
1868655	9491
204429	343
1242079	18846
2897345	342
34095	8947
3033811	5392
190650	16111
2992719	473
1706033	2434
1563	3869
515350	4999
863253	1980
2517206	341
666505	340
2093819	380
730	7038
561061	20254
327575	20029
2681983	5901
2183911	15099
404407	5856
1955630	336
2650471	17250
1762	516
3382641	9844
85008	202
51173	3170
2506420	3597
36813	4838
225999	5624
1335483	1810
204428	125
2642922	5051
318586	15824
1706373	671
2627922	8455
388408	7456
3024576	10091
2982533	4516
203494	333
2940300	3549
2898794	20441
2975323	9639
2800682	2356
1870819	9966
73044	5280
3031668	326
2759707	7933
28087	6388
1866954	2239
3236652	1776
535	2578
2493639	9195
2742675	13577
1240404	6230
1871049	14537
2903796	12189
2483366	878
491078	19861
1761012	3796
453227	321
2045214	6523
2805416	546
2829814	706
3078850	3656
712471	21897
754514	12765
2641306	7021
731	7061
31964	4443
2903847	12232
307580	3232
3399777	188
3126915	2705
2836373	11666
321	20809
2775159	6506
1924286	18449
2283194	9853
1778678	3255
1163617	16241
993414	5055
2836369	9411
3058346	2375
914153	14719
1827285	15151
90370	18786
1776384	3921
3042317	11496
3132300	9831
273376	8968
1744881	2066
1807140	93
1629	3480
2969308	14540
539262	3240
255984	7897
2715732	388
2039638	216
171868	2667
508451	3465
487698	6521
2921380	10005
106578	3698
1071775	21425
2921667	10041
3342097	16406
213118	317
1448857	8638
162171	2377
72275	654
2811505	808
196627	11348
1296536	18683
188710	315
3042517	4599
2759706	13215
267128	7857
2846306	5412
702113	16037
663951	9359
2587844	14600
1536769	9956
191393	313
2785518	992
2807415	9078
200	8616
2060307	10492
7	7425
1177211	8394
2954617	9606
221822	7742
2936792	14258
112	872
871738	10690
1505	3912
2699395	15297
510684	277
2834819	18938
459532	970
1424653	8719
1085644	5786
649831	11663
58344	5231
1980513	1892
71237	2942
1670	4281
182639	1528
2589987	14816
1990687	4923
1174529	15532
81411	2861
310769	9306
2930384	1087
176299	21275
2026191	9461
2951137	14766
1793872	8416
364410	8038
683292	8961
413503	6113
2903863	12244
388459	4867
1737404	63
152180	2182
3016094	11707
3096991	13506
196024	7008
1348623	9814
213462	316
2849093	19266
869304	10259
708113	7387
329726	18496
2492438	4801
1924287	18450
3143534	7972
158481	1983
2490452	2509
435905	7127
372461	18968
2961895	7243
167639	2834
2927788	16356
395922	17192
550538	20844
886882	9938
2816911	10348
291048	8718
506	771
2778053	14991
255473	275
3015996	16114
1137606	9005
128574	3217
2561898	8649
1837130	9489
446679	12884
1765219	4261
2921563	9570
403	641
1785161	13048
1696	1403
410332	4944
2796927	10544
2486578	2215
2642050	7297
1854057	15461
1889	5185
28107	6755
1045004	10416
2493627	281
2742663	13569
2547964	2018
2921518	13291
75682	772
383629	15934
1911549	1516
2897333	9804
458839	1393
583357	3701
2886940	4298
1357	1057
1074467	3536
3132260	9809
51228	1823
563996	7793
3137368	7664
204441	271
58096	18779
2622719	6164
142182	130
225194	8914
2640874	8351
713	2040
2758906	1772
1783515	12622
393764	1909
1566358	9963
189776	368
718192	6795
3012344	7825
1642646	20403
2364208	196
2903786	12181
28894	5211
685039	9361
1652028	4409
3077789	9769
3119832	285
1408281	8777
1501	3723
3065648	6805
2675274	3080
39643	2813
759364	21389
2903557	12689
184914	17535
404941	4810
2632876	6139
33807	269
204037	1832
2767885	1078
1128398	10848
111501	20158
1903434	1814
3382693	1922
415014	1180
1286640	19306
35753	1496
574975	304
3086088	477
1042322	510
2714946	3638
67810	48
2952477	19269
3025666	21830
1890505	588
583360	1544
214853	3790
1649486	2341
1505664	1322
67267	5242
2800062	756
2903827	12215
265488	9056
2872154	5098
2975919	12489
1962641	18860
2921489	9558
2800680	2354
76632	1031
2888879	1367
1433997	1443
2040	1522
53634	1588
2954601	9605
1460385	10366
2622553	12959
1774743	9487
434010	16410
3040676	16162
2740405	8669
377615	3294
2796139	9021
3045175	19368
1883	1548
1848900	11951
3074145	22134
215221	8045
89092	1098
28048	1582
114527	3919
2781978	11278
134625	123
3078917	9148
2663857	5090
551759	2595
79967	6159
2896848	12663
1654	1352
192944	4919
31998	7389
3031714	362
2782678	15367
2637901	5616
521095	12731
641854	310
936155	16793
3020900	8735
147212	13073
3132265	9663
1290428	21344
2509675	4172
158	8969
1765964	1902
335928	695
1933909	15279
1226968	7562
2945589	22073
86665	3122
1352598	18137
96344	8341
147709	3667
2786987	168
2932258	2980
196773	7480
3143699	2129
83770	2032
2594883	3089
2378	4064
70255	2903
2792008	5151
2094119	4799
3381667	898
45363	1696
2079157	13761
2782169	4509
301302	3945
637	1853
1433999	979
768066	14584
53335	1824
2909229	4403
2603215	6016
3024408	110
2733866	15242
2509664	13818
1941347	9492
1612611	7360
3044568	10499
1602338	2387
3132207	13401
309799	16959
55148	9264
3040201	8609
1304892	14412
1108595	8513
580459	9472
33900	5212
1547448	5067
2922426	1350
3026191	12527
3239304	9241
1993	5436
53358	4418
1365647	19061
1491776	1189
29553	1664
1649457	1448
2984338	4908
3026423	7488
67799	109
61646	6127
1643688	330
443156	4438
325776	14425
115561	6626
3016528	14948
59754	6708
1823759	17037
213849	296
2304606	3539
1868793	3681
215691	6544
2906443	20531
1032242	8635
102684	3376
61592	4675
2795216	19258
146507	13898
36845	3740
119857	12978
626937	3936
379899	17485
1512	3979
3031450	113
1118959	9372
1497346	83
1768	4772
84980	8881
894	8872
1550728	7828
709868	5000
2494207	183
2789201	331
2795781	9069
114528	3920
1525	3894
141948	1919
3234145	14210
2093818	149
1706371	669
869	1936
2901836	3314
3109366	4140
2770092	438
1192864	17159
2837504	998
2692233	12009
658062	8762
590	1788
3030528	13858
1802983	2213
349161	10637
280145	7158
1499392	785
187	2583
2615065	4533
145458	4525
2864101	13241
2967301	12774
1359	3416
1225786	14133
2917727	19267
3085656	173
682798	8543
2692417	1346
211880	17148
644966	17963
1263760	5672
1655500	8639
2610889	5820
1547	4055
868	639
3082768	171
135842	13988
436397	5313
1277257	15529
2636536	7449
905	4085
208435	17872
68286	5279
356	267
414051	2241
157226	1017
68525	6
1111	7925
2661818	2003
3031646	115
2886375	12804
153233	7997
1288394	14968
2893057	1006
116071	1525
3059081	11433
2628533	3200
449468	20733
154981	7642
2915130	11656
2045213	2218
2805415	218
2419	374
2632198	7633
67575	1887
135617	604
1244118	21011
2925838	10502
571430	13996
3082543	18386
2854260	19702
53433	162
2066474	650
2767874	1068
31977	464
2750620	4570
1246365	10206
2811502	98
301297	71
2857014	7459
1072256	4718
1717	4643
99653	4915
309868	7353
517398	13078
1160741	18843
2507538	20172
2675710	18923
193	7554
2676868	20585
154288	4058
169427	8364
1255	3440
2767879	1073
2973093	11536
648757	15437
3031460	319
3093719	13504
167546	18423
3076164	404
1434773	22100
2696063	3993
2903593	11547
1920422	9968
31899	4142
45634	3371
190905	10395
2681265	10600
1663419	68
715179	9952
2893055	1004
773	2104
1385996	17821
538382	7917
141390	6641
351605	17050
3086086	65
670	14896
84756	1457
1744	5032
485898	5861
267888	655
2989772	9423
1340	3362
1288026	17399
1345705	19000
329	8320
1805840	4922
2762626	21788
2594454	11990
1160721	3803
2790996	86
379	7357
42422	3690
298656	21487
2316720	17536
3031451	114
2921622	9581
146784	2827
1431547	21441
2085	229
86171	4275
716816	7136
322509	4962
508460	9323
2621071	7869
56448	6486
367743	3171
1758194	16246
84531	6470
445	1876
1796613	20321
2805645	1418
1223802	16240
3031651	119
3384452	14853
3160841	6511
1355330	19966
257984	4334
2632575	5461
185332	14870
59203	13827
2619626	12904
12960	2598
2029849	8000
3120113	944
2954089	13306
28446	4029
869306	10260
2954725	9628
2149	5618
292691	17322
759914	17137
192087	20811
1579506	9058
65958	8044
129985	3065
3241167	14956
460265	15644
2213015	5889
2954067	19582
1232427	4724
1236904	5667
2624323	5445
143786	859
1894	5400
2986947	13330
1350	1090
930166	5866
2714924	16438
2792479	9720
203683	339
35812	2432
2636594	7132
963	2479
1046629	10188
984991	5581
2692330	7636
1578	1061
391952	2548
48736	2517
2518343	16363
44674	8709
2763317	6554
3095365	14850
204458	274
189769	314
2964607	12290
1325120	15331
1868589	7499
255728	917
83614	1917
258255	2178
3081200	7113
1777867	7336
3039157	19274
2893886	20001
28219	2492
269796	15794
1783344	309
2627773	5549
3132289	11225
561276	10253
2929803	21829
2719588	11032
684552	4532
929102	17912
2905123	2007
2903867	12247
213115	318
1914861	13611
51365	5564
291272	22063
1006003	18668
32199	1822
1380	1598
260364	6828
2304691	1170
1108	10862
2771430	7930
449732	649
103816	4916
186828	410
2093783	1299
1676649	178
1775910	7399
2638842	6709
1763536	6800
880633	10382
39773	1944
927666	10183
2903687	12127
80865	2496
931281	18629
56877	8597
554949	10677
478070	2179
2642066	7107
1232575	8582
1779134	55
1209327	17344
326424	12697
390805	1233
561007	11516
603050	8699
2697370	13540
2932252	21962
2007306	5780
1902583	2709
388448	192
622450	210
290402	10573
2726069	528
2803850	954
2651284	9773
86661	2951
212790	2665
33935	3013
135618	247
2854261	16513
3082544	18387
29554	1693
442430	9031
2743582	1223
1689	4247
2675229	985
184869	1356
1355374	8695
3070965	2140
1671	4346
1491775	426
225842	17312
170	861
1279	949
1123015	18581
1038929	11907
1117645	20227
1453989	16827
261965	7210
2840488	64
1239415	21667
2626834	3007
53462	4847
29539	5556
3049801	4770
434923	14343
2676247	17478
299261	2308
169292	4696
880074	21912
3066310	12834
2099321	11513
2991700	13857
1217908	7695
3031650	118
948519	7012
2840454	1151
174	8999
2943184	1293
1407462	16786
1242108	21203
191033	645
3377215	12608
2919614	569
43660	6760
2944627	1010
298708	7788
2975845	12436
267889	656
1267766	7909
1833	11623
1404367	7277
3086087	182
1446600	13744
367791	20443
1965425	14032
3084968	263
33887	4521
1382832	9074
220664	18608
85001	367
915	8102
171438	6344
213481	365
2954582	9598
3036766	736
35793	21330
2642459	3337
2211212	9977
1738654	682
2923283	6328
3118470	2873
2810280	459
29378	2892
3376147	14189
2749846	1289
2708340	10891
2583822	11286
3020833	1982
35780	12856
2558360	8057
357278	3559
62977	15212
2627600	13951
2081041	16540
72294	797
313588	20099
3046383	3877
2507161	4134
1182174	20883
3074109	7083
1392389	1183
33889	4391
3071001	181
1862	1400
1036673	9947
1293498	355
2049008	9922
3015997	16130
3085642	434
221402	7080
1888195	3397
38303	4662
515622	10746
2321133	16911
223184	4314
3398393	19891
40117	23
2774146	9077
436	8061
2570586	7535
2066070	7337
300264	2589
2822844	14843
1448929	386
1921086	8576
1705353	1450
2936767	14240
35800	9169
76892	744
1248726	16771
491952	14654
292625	70
2775081	5053
981384	7722
56438	5019
253703	3231
715472	5126
2172021	699
1331809	746
46158	5437
3115297	9781
187492	1969
715	7024
1889240	9283
712036	6835
3114394	4618
255470	10870
693977	17630
2838170	1190
85625	5628
3070678	9796
225057	294
121292	4348
1138189	15561
2714929	10801
930171	11061
0	22166
84086	57
2781976	15168
2945588	22072
86664	3092
1352597	18136
456492	1034
477245	11891
2603206	4622
105560	8437
1795	4828
85014	208
1205676	18146
1524214	9180
2048137	1204
1427523	5043
2382161	10521
1706372	670
1890	5186
2621505	3684
2891294	2600
2796146	1893
186804	444
68217	5405
441771	17948
2323	4
2202141	8515
39645	7329
2675276	3084
288681	17708
2628441	6685
3239303	9240
254250	1399
3029088	934
2810347	3268
1295378	1948
2831100	708
3139173	1338
3391431	11449
1162668	19853
1583098	9224
1334062	18056
1056	1882
1706374	672
1407056	2014
68933	371
79206	1195
13075	1095
3375061	2810
3128900	21932
1279008	18586
229193	21253
1196182	17810
2799184	13222
203487	308
31979	418
1457	3303
213468	848
3243406	14471
1649	1016
1329841	18689
1842727	8246
118964	372
1785995	10151
2879113	13855
3389905	1054
401473	10925
2954092	13309
37914	1489
577492	4792
411468	10772
141679	14291
2796143	10138
2292766	947
591020	13874
349312	1503
1400387	17248
88190	9253
2744574	4199
2039240	1277
2620324	3885
368607	8200
2807101	15656
2516559	20541
3066184	19635
1855646	16534
288	6754
2648997	7582
2025949	16299
49928	5
3050072	10675
233191	1347
1934945	258
588858	22061
256	20054
252514	7123
126385	6320
1471761	3320
2751	3666
2903718	12140
1388749	16824
2021234	6586
2975872	12452
103810	20219
2898795	4401
670516	1477
2562451	3635
56956	9251
3036126	3902
117207	7855
2649073	5450
2794344	7135
2901190	5984
65842	128
2782568	7902
1847725	1492
29404	1509
1443590	2444
1715860	9398
698963	11334
1643949	929
848	2833
3131931	15846
3384189	9
1450	3302
2036754	697
3080828	7319
2954699	9837
2601898	16321
2895286	20277
162491	1392
328515	20142
1437360	7282
1412501	21066
109168	2717
129921	11838
2762577	5922
1499973	6050
2931930	12966
3367743	14576
2650549	2002
72026	4112
2811422	13224
1182780	2238
1385	160
3115295	9779
375899	18245
2895946	9995
2601645	7513
413496	1800
2903856	12237
2870346	13632
2878098	6222
2035712	1907
333966	5141
2865832	11819
95901	50
2675010	3765
1699619	18898
1293501	14345
3016000	16115
3082548	18391
1905344	1166
3129771	11223
1307	3351
3238802	11836
1491	3718
692370	7919
2895947	20002
2601646	15748
1287640	4120
2675059	6477
3048613	13358
414999	335
3050630	13810
935588	16656
2495582	3261
2993654	12522
1619313	6195
358023	17326
2750625	5920
2497863	16308
3085098	194
2773266	11283
2815309	8905
1759059	8010
2303528	5756
1867715	15715
2376	4062
34002	7591
1503041	4209
2742636	13556
2745504	5912
3376149	14191
2921495	10023
866895	9690
165301	1542
3024225	860
216929	4860
32015	136
2795386	17200
2921515	9731
3398834	18536
83677	1566
1334117	9158
296544	7787
89014	3967
80811	904
2903219	2006
2995174	5950
2283318	7208
1148157	7164
1398491	17094
2785910	14755
2954082	5943
2932255	2983
3016341	13336
1543704	2231
2975661	12321
2559246	9926
2811504	807
1921781	337
2636512	6357
881	8856
78535	3374
2942449	12285
1842540	16239
3047432	432
2975521	1641
1315281	14729
3141545	15203
2829293	87
55583	3867
543	610
83555	19917
1185	1723
2944195	1265
1449979	17705
2800373	993
2572090	18230
395095	18013
788	19408
2781121	1764
265175	8494
643562	17004
66692	9841
1706369	256
952	2207
359408	8087
2924031	9771
397260	7791
1742636	2203
1184387	9310
458032	2639
1194085	9374
311182	8116
251701	13064
2690195	761
2597659	4950
203488	819
2756107	8941
1190	5724
2636821	3702
104955	3498
2498848	13166
568819	17836
2921436	9545
2711221	6975
34084	17380
2917716	13502
69499	9312
754348	15028
3038979	10868
1273173	16807
2894574	2005
2956833	15508
432329	9274
3002442	40
2697565	4400
184917	8861
675281	7347
2903560	11821
2823904	9988
2014537	4738
3238807	11837
1496	3914
142651	1706
1358	3415
1225785	14140
1747768	224
3158972	12583
1385939	10917
1383058	52
2518645	8922
1760	78
2782662	15364
28200	8691
1507512	3904
2647000	4352
2662261	5057
1334069	18063
1434032	1445
2173853	3400
2047724	6144
864803	10574
433286	3990
96942	16645
2623496	7432
2914038	323
142	8930
2843303	16485
1381117	16816
498214	17949
1643822	222
2707005	3266
499228	1208
262076	6006
1649495	17351
2691354	873
186818	396
882944	19140
41	17540
1089444	6229
1276221	12791
1643	3192
1676142	1906
2900569	385
3045840	10095
2038676	1167
1843489	177
162496	4332
2735868	17865
90964	394
2975631	12303
323284	8144
743714	2059
2067065	8507
33011	5063
2921437	10017
2627136	7503
416916	2049
248744	1244
1755828	9109
3143247	486
2679892	2185
68336	129
2185142	16077
119206	3651
2867236	7905
2929495	10658
3240790	13429
1069	7308
1305740	6010
267363	3558
1949083	6650
1118963	10971
1172191	1994
1649510	2112
2911367	12275
52443	6913
1379908	17460
2767327	1601
3061628	12550
45462	3280
592021	17696
1494466	16499
2767880	1074
2382165	4904
1709477	14743
3039168	442
2789210	9522
2873296	18940
2620587	6873
972	411
2763107	8757
1232430	2939
2975682	12335
2899123	7820
2774154	6785
444	628
394751	6778
1930845	158
816	17404
1834192	3621
2635229	3046
1443036	7073
3082523	18455
2675796	6090
662755	11401
2640868	7092
690086	2165
3382518	2349
54066	2531
34007	7594
3229275	15896
1536773	9960
2587848	9508
408783	11915
1406885	1995
1448928	153
2878390	16875
2907139	17363
1769732	155
1506577	1250
875932	6892
227605	7317
3002443	138
1198	12930
421628	6434
1813880	11122
48074	7121
98797	13977
1654388	2918
267890	657
765962	16744
869727	16751
299768	10211
3381668	2800
2639971	8118
1336749	12792
2976236	14943
2895623	234
1843491	462
2735870	20440
216932	5601
3144973	5478
2626148	5021
1965571	10809
3228940	2201
2859893	6527
1934947	2090
1260626	22049
714067	3317
1233873	10163
3039384	11085
412033	1867
1434014	2323
3031648	117
2886377	19503
3118679	143
1795032	4818
91914	2408
2108524	1999
3121607	148
568988	18901
2949664	5554
2742134	12025
84995	80
33886	1424
622488	5776
2913367	1568
2975626	12301
1127830	2777
2954094	13311
3399796	683
2641430	7624
1269	1374
2620896	17548
2831111	710
84996	220
1076588	6465
59561	4215
37734	3606
121820	2247
252970	8366
3027808	4806
712	665
395019	19732
2758916	560
29379	2893
3259750	1485
1529	3731
167553	18425
3093726	18474
2635862	7507
2019482	1342
2642072	3195
2633591	5406
473416	19054
1903858	7361
743009	4493
129138	20830
1936987	351
33981	1577
2814883	3883
1382926	16783
